Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti,Conf_x_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,Conf_y_x,BPI(O)_x,BPI(D)_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Conf_x_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,Conf_y_y,BPI(O)_y,BPI(D)_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y
2012,1,NW,8,2,Duke,70,15,Lehigh,75,15,16,ACC,19.7,117.7,98.0,66.4,8.18,107.3,99.1,ACC,12.2,2.6,27.0,7.0,77.3,68.6,8.65,8.4,13.75,3.3,17.05,0.2414108187134504,Pat,9.29,108.6,99.3,67.6,-5.57,100.3,105.8,Patriot,6.1,-0.1,27.0,8.0,75.7,65.4,10.29,-5.14,5.63,-1.37,4.27,0.2220394736842105
2012,1,SW,9,1,Michigan St.,89,16,LIU,67,17,18,B10,27.87,114.7,86.9,64.3,10.21,108.6,98.4,Big Ten,7.7,9.9,29.0,8.0,71.6,59.3,12.32,9.82,8.73,12.58,21.32,0.3788200339558574,NEC,0.75,108.7,107.9,73.4,-5.25,99.8,105.0,NEC,10.0,-9.0,25.0,9.0,81.4,77.7,3.76,-5.1,11.38,-12.71,-1.34,-0.1140350877192982
2012,1,SW,10,8,Memphis,54,9,Saint Louis,61,19,20,CUSA,21.9,114.2,92.3,67.5,5.1,104.9,99.8,C-USA,9.5,5.1,26.0,9.0,74.7,63.1,11.6,5.26,11.14,5.72,16.86,0.0743421052631579,A10,21.2,111.9,90.7,61.9,4.36,105.0,100.6,A 10,1.6,10.4,26.0,8.0,68.7,57.6,11.06,4.06,2.48,12.67,15.15,-0.1299342105263158
2012,1,SW,11,5,New Mexico,75,12,Long Beach St.,68,21,22,MWC,19.45,110.8,91.4,65.5,2.65,103.9,101.3,Mountain West,6.4,7.1,28.0,7.0,72.7,59.3,13.4,3.34,6.64,8.96,15.6,-0.5531798245614036,BW,15.27,111.7,96.4,66.4,1.25,104.0,102.8,Big West,5.4,3.4,25.0,9.0,73.8,64.0,9.85,0.87,6.44,3.08,9.52,-0.4736842105263157
2012,1,SW,12,4,Louisville,69,13,Davidson,62,23,24,BE,20.67,106.2,85.5,66.1,10.06,108.6,98.6,Big East,3.4,8.9,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.3717105263157896,SC,10.65,112.0,101.4,67.4,-3.0,101.5,104.5,Southern,8.2,-0.2,25.0,8.0,77.9,67.8,10.09,-1.68,8.39,-1.13,7.26,-0.0424641148325358
2012,1,SW,13,6,Murray St.,58,11,Colorado St.,41,25,26,OVC,15.34,108.5,93.2,65.0,-2.34,102.9,105.2,MVC,2.6,4.9,31.0,2.0,73.1,60.6,12.45,-2.6,3.25,5.49,8.74,-0.0341282894736841,MWC,8.17,111.9,103.7,63.6,4.39,104.7,100.3,Mountain West,4.5,0.2,20.0,12.0,70.1,68.0,2.06,5.23,5.34,1.25,6.58,-0.2872807017543859
2012,1,SW,14,3,Marquette,88,14,BYU,68,27,28,BE,20.22,111.5,91.3,70.0,8.24,106.6,98.3,Big East,10.5,3.2,27.0,8.0,75.4,65.9,9.43,7.5,12.11,4.82,16.92,-0.2324561403508772,WCC,12.79,106.3,93.5,72.6,1.31,105.1,103.8,WCC,7.9,1.0,26.0,9.0,77.9,67.4,10.54,1.55,10.45,0.8,11.25,-0.3578216374269005
2012,1,SW,15,7,Florida,71,10,Virginia,45,29,30,SEC,22.47,120.4,98.0,64.2,7.18,105.4,98.2,SEC,11.8,3.5,26.0,11.0,75.9,65.0,10.92,7.33,13.34,4.91,18.25,0.5649313501144165,ACC,15.85,105.2,89.3,59.3,4.05,105.0,101.0,ACC,-3.1,14.0,22.0,10.0,62.5,54.2,8.28,4.23,-3.41,15.92,12.51,-0.4263157894736841
2012,1,SW,16,2,Missouri,84,15,Norfolk St.,86,31,32,B12,25.28,125.1,99.8,65.4,5.8,105.7,99.9,Big 12,14.0,1.9,30.0,5.0,80.4,66.3,14.09,5.68,16.13,3.64,19.77,-0.3546650717703349,MEAC,-1.82,100.9,102.7,66.6,-6.31,100.3,106.6,MEAC,-1.1,-1.3,26.0,10.0,68.9,67.1,1.83,-5.39,-1.41,-2.27,-3.68,0.6315789473684211
2012,1,NE,17,1,Syracuse,72,16,UNC Asheville,65,33,34,BE,26.04,117.7,91.7,64.4,7.98,107.0,99.0,Big East,9.9,8.4,34.0,3.0,74.1,61.0,13.11,8.02,11.14,9.99,21.12,0.3881578947368421,BSth,5.5,110.4,104.9,68.2,-4.12,101.8,105.9,Big South,8.6,-3.6,24.0,10.0,80.7,71.4,9.38,-2.72,7.96,-4.9,3.06,0.3592105263157895
2012,1,NE,18,8,Kansas St.,70,9,Southern Miss,64,35,36,B12,17.52,109.8,92.3,66.5,7.98,107.0,99.1,Big 12,5.8,5.2,22.0,11.0,71.0,64.1,6.94,7.53,7.66,6.81,14.47,-0.1640625,CUSA,10.83,111.2,100.4,63.8,4.41,104.7,100.3,C-USA,4.7,2.5,25.0,9.0,71.4,65.1,6.29,3.61,5.67,2.12,7.79,-0.4868421052631579
2012,1,NE,19,5,Vanderbilt,79,12,Harvard,70,37,38,SEC,20.9,115.6,94.7,64.7,8.48,107.7,99.2,SEC,8.2,4.4,25.0,11.0,72.6,65.0,7.67,8.04,9.36,6.35,15.71,-0.2768640350877193,Ivy,14.34,108.8,94.4,60.7,-0.87,101.4,102.2,Ivy,-0.6,8.7,26.0,5.0,65.6,55.6,9.97,-1.56,-1.58,9.42,7.84,0.1463815789473684
2012,1,NE,20,4,Wisconsin,73,13,Montana,49,39,40,B10,24.09,113.7,89.6,57.5,8.8,107.6,98.8,Big Ten,0.3,15.9,26.0,10.0,64.0,53.2,10.81,8.24,0.58,18.47,19.04,0.2757675438596491,BSky,6.76,103.7,96.9,64.2,-5.3,102.5,107.8,Big Sky,-0.6,5.3,25.0,7.0,70.0,62.0,7.94,-3.39,-0.72,5.26,4.55,-0.0610047846889951
2012,1,NE,21,6,Cincinnati,65,11,Texas,59,41,42,BE,16.03,109.5,93.5,62.9,6.9,105.7,98.8,Big East,3.2,6.8,26.0,11.0,68.2,61.5,6.65,6.28,4.55,8.38,12.93,-0.2780320366132722,B12,15.9,112.9,97.0,64.9,8.45,107.8,99.4,Big 12,6.3,4.0,20.0,14.0,72.6,66.8,5.88,8.12,8.0,6.0,14.0,-0.1256805807622504
2012,1,NE,22,3,Florida St.,66,14,St. Bonaventure,63,43,44,ACC,17.14,107.6,90.4,66.6,7.54,106.9,99.4,ACC,4.5,7.4,25.0,10.0,69.8,62.9,6.91,7.62,6.0,8.54,14.53,0.1170112781954887,A10,11.78,110.6,98.9,63.0,3.83,104.9,101.1,A 10,3.5,3.9,20.0,12.0,70.4,65.0,5.41,2.84,3.67,4.57,8.25,-0.2203947368421052
2012,1,NE,23,7,Gonzaga,77,10,West Virginia,54,45,46,WCC,18.39,113.1,94.7,64.8,2.08,104.9,102.8,WCC,6.8,4.4,26.0,7.0,73.8,63.2,10.61,3.25,6.89,6.97,13.86,0.1331578947368421,BE,13.56,111.4,97.9,64.0,8.32,107.3,99.0,Big East,7.3,2.6,19.0,14.0,71.1,66.5,4.61,7.53,7.72,4.41,12.13,0.1641081871345029
2012,1,NE,24,2,Ohio St.,78,15,Loyola MD,59,47,48,B10,30.07,118.1,88.1,66.9,10.1,108.9,98.8,Big Ten,10.8,9.5,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.1360645933014353,MAAC,3.91,103.9,100.0,63.6,-2.7,101.8,104.5,MAAC,-0.8,3.0,24.0,9.0,67.3,64.2,3.09,-2.72,-2.18,2.54,0.37,-0.0921052631578947
2012,1,SE,25,1,North Carolina,77,16,Vermont,58,49,50,ACC,25.44,116.1,90.7,70.9,7.41,107.2,99.8,ACC,13.7,3.4,32.0,6.0,81.3,67.1,14.26,7.07,17.03,4.3,21.34,0.4583978328173375,AE,5.17,105.3,100.1,61.9,-5.44,99.1,104.6,Am. East,-0.4,3.5,24.0,12.0,67.1,60.9,6.17,-5.19,-2.16,3.13,0.98,0.0913742690058479
2012,1,SE,26,8,Creighton,58,9,Alabama,57,51,52,MVC,16.47,119.2,102.7,65.9,3.79,104.9,101.1,MVC,11.3,-1.3,29.0,6.0,79.2,69.7,9.51,3.41,13.18,-0.26,12.92,-0.2422600619195046,SEC,16.69,106.1,89.5,61.9,7.07,107.4,100.3,SEC,-0.3,11.5,21.0,12.0,64.7,58.1,6.58,7.18,0.16,13.6,13.76,-0.126731301939058
2012,1,SE,27,5,Temple,44,12,South Florida,58,53,54,A10,14.49,113.3,98.9,65.9,6.1,106.5,100.4,A 10,8.3,1.5,24.0,8.0,75.0,69.5,5.5,4.94,9.09,1.35,10.44,0.0291762013729977,BE,13.13,103.9,90.8,58.5,8.17,107.2,99.0,Big East,-5.2,11.7,22.0,14.0,59.3,56.6,2.69,7.29,-5.08,14.28,9.2,0.2543859649122807
2012,1,SE,28,4,Michigan,60,13,Ohio,65,55,56,B10,17.52,114.3,96.8,60.1,10.65,109.0,98.3,Big Ten,2.6,8.1,24.0,10.0,66.3,61.5,4.85,8.98,3.87,9.32,13.19,0.5723684210526315,MAC,11.88,106.6,94.7,66.0,0.8,103.6,102.8,MAC,2.3,4.6,29.0,8.0,70.2,62.5,7.73,0.17,2.7,4.46,7.17,0.4078947368421053
2012,1,SE,29,6,San Diego St.,65,11,North Carolina St.,79,57,58,MWC,11.16,107.0,95.8,65.8,3.33,104.8,101.5,Mountain West,3.1,3.4,26.0,8.0,71.1,63.7,7.35,3.79,4.59,4.46,9.04,-0.3989661654135338,ACC,14.22,112.1,97.9,67.0,6.22,105.9,99.7,ACC,7.3,1.5,24.0,13.0,72.9,67.6,5.3,6.8,9.17,2.94,12.1,0.2023993808049536
2012,1,SE,30,3,Georgetown,74,14,Belmont,59,59,60,BE,21.05,111.2,90.1,62.1,8.32,107.3,99.0,Big East,3.8,9.7,24.0,9.0,69.0,59.4,9.67,7.69,4.49,12.32,16.81,-0.0852272727272726,ASun,16.96,117.1,100.1,67.2,-0.32,103.4,103.7,ASUN,10.6,0.9,27.0,8.0,80.9,67.5,13.37,-1.22,11.7,0.12,11.81,-0.1307565789473684
2012,1,SE,31,7,Saint Mary's,69,10,Purdue,72,61,62,WCC,15.48,114.3,98.8,63.4,0.17,104.1,103.9,WCC,6.4,4.5,27.0,6.0,74.8,62.7,12.09,0.78,6.01,5.25,11.26,-0.2619617224880382,B10,16.25,116.2,99.9,64.3,8.81,108.4,99.6,Big Ten,7.5,4.1,22.0,13.0,71.8,66.0,5.83,8.05,8.62,5.26,13.88,-0.3323502722323049
2012,1,SE,32,2,Kansas,65,15,Detroit Mercy,50,63,64,B12,26.91,114.0,87.1,66.3,11.15,108.8,97.6,Big 12,8.2,7.8,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,0.0206258890469417,Horz,5.48,108.1,102.6,67.1,0.35,102.2,101.8,Horizon,4.7,-1.9,22.0,14.0,72.1,67.6,4.58,-0.01,4.63,-2.23,2.4,0.2653508771929825
2012,2,NW,33,1,Kentucky,87,8,Iowa St.,71,1,3,SEC,32.59,122.2,89.6,65.4,7.99,106.8,98.8,SEC,11.9,8.2,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.4377055921052632,B12,16.69,113.9,97.2,65.8,7.22,107.0,99.8,Big 12,7.2,2.6,23.0,11.0,73.2,67.2,6.0,7.32,8.91,4.41,13.32,-0.0864661654135337
2012,2,NW,34,4,Indiana,63,12,VCU,61,7,6,B10,22.55,120.2,97.6,66.7,8.41,107.4,99.0,Big Ten,12.1,3.2,27.0,9.0,77.3,66.4,10.83,7.8,14.53,4.1,18.63,-0.1154970760233918,CAA,13.45,106.9,93.5,65.0,0.53,101.9,101.4,CAA,2.7,5.5,29.0,7.0,68.0,59.8,8.17,0.63,2.74,6.05,8.79,-0.1026315789473684
2012,2,NW,35,3,Baylor,80,11,Colorado,63,11,10,B12,21.29,116.0,94.7,65.6,9.61,108.1,98.5,Big 12,8.9,3.8,30.0,8.0,74.7,65.3,9.37,8.03,10.2,6.34,16.54,-0.2061403508771929,P12,8.89,104.8,95.9,65.1,5.35,105.7,100.4,Pac-12,1.3,3.7,24.0,12.0,67.5,63.0,4.44,5.73,2.06,5.85,7.91,-0.2734962406015037
2012,2,NW,36,10,Xavier,70,15,Lehigh,58,14,16,A10,12.59,108.7,96.1,66.4,7.24,107.4,100.1,A 10,5.2,2.8,23.0,13.0,70.6,67.3,3.36,6.22,5.95,3.64,9.59,0.090080971659919,Pat,9.29,108.6,99.3,67.6,-5.57,100.3,105.8,Patriot,6.1,-0.1,27.0,8.0,75.7,65.4,10.29,-5.14,5.63,-1.37,4.27,0.2220394736842105
2012,2,SW,37,1,Michigan St.,65,9,Saint Louis,61,17,20,B10,27.87,114.7,86.9,64.3,10.21,108.6,98.4,Big Ten,7.7,9.9,29.0,8.0,71.6,59.3,12.32,9.82,8.73,12.58,21.32,0.3788200339558574,A10,21.2,111.9,90.7,61.9,4.36,105.0,100.6,A 10,1.6,10.4,26.0,8.0,68.7,57.6,11.06,4.06,2.48,12.67,15.15,-0.1299342105263158
2012,2,SW,38,4,Louisville,59,5,New Mexico,56,23,21,BE,20.67,106.2,85.5,66.1,10.06,108.6,98.6,Big East,3.4,8.9,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.3717105263157896,MWC,19.45,110.8,91.4,65.5,2.65,103.9,101.3,Mountain West,6.4,7.1,28.0,7.0,72.7,59.3,13.4,3.34,6.64,8.96,15.6,-0.5531798245614036
2012,2,SW,39,3,Marquette,62,6,Murray St.,53,27,25,BE,20.22,111.5,91.3,70.0,8.24,106.6,98.3,Big East,10.5,3.2,27.0,8.0,75.4,65.9,9.43,7.5,12.11,4.82,16.92,-0.2324561403508772,OVC,15.34,108.5,93.2,65.0,-2.34,102.9,105.2,MVC,2.6,4.9,31.0,2.0,73.1,60.6,12.45,-2.6,3.25,5.49,8.74,-0.0341282894736841
2012,2,SW,40,7,Florida,84,15,Norfolk St.,50,29,32,SEC,22.47,120.4,98.0,64.2,7.18,105.4,98.2,SEC,11.8,3.5,26.0,11.0,75.9,65.0,10.92,7.33,13.34,4.91,18.25,0.5649313501144165,MEAC,-1.82,100.9,102.7,66.6,-6.31,100.3,106.6,MEAC,-1.1,-1.3,26.0,10.0,68.9,67.1,1.83,-5.39,-1.41,-2.27,-3.68,0.6315789473684211
2012,2,NE,41,1,Syracuse,75,8,Kansas St.,59,33,35,BE,26.04,117.7,91.7,64.4,7.98,107.0,99.0,Big East,9.9,8.4,34.0,3.0,74.1,61.0,13.11,8.02,11.14,9.99,21.12,0.3881578947368421,B12,17.52,109.8,92.3,66.5,7.98,107.0,99.1,Big 12,5.8,5.2,22.0,11.0,71.0,64.1,6.94,7.53,7.66,6.81,14.47,-0.1640625
2012,2,NE,42,4,Wisconsin,60,5,Vanderbilt,57,39,37,B10,24.09,113.7,89.6,57.5,8.8,107.6,98.8,Big Ten,0.3,15.9,26.0,10.0,64.0,53.2,10.81,8.24,0.58,18.47,19.04,0.2757675438596491,SEC,20.9,115.6,94.7,64.7,8.48,107.7,99.2,SEC,8.2,4.4,25.0,11.0,72.6,65.0,7.67,8.04,9.36,6.35,15.71,-0.2768640350877193
2012,2,NE,43,3,Florida St.,56,6,Cincinnati,62,43,41,ACC,17.14,107.6,90.4,66.6,7.54,106.9,99.4,ACC,4.5,7.4,25.0,10.0,69.8,62.9,6.91,7.62,6.0,8.54,14.53,0.1170112781954887,BE,16.03,109.5,93.5,62.9,6.9,105.7,98.8,Big East,3.2,6.8,26.0,11.0,68.2,61.5,6.65,6.28,4.55,8.38,12.93,-0.2780320366132722
2012,2,NE,44,2,Ohio St.,73,7,Gonzaga,66,47,45,B10,30.07,118.1,88.1,66.9,10.1,108.9,98.8,Big Ten,10.8,9.5,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.1360645933014353,WCC,18.39,113.1,94.7,64.8,2.08,104.9,102.8,WCC,6.8,4.4,26.0,7.0,73.8,63.2,10.61,3.25,6.89,6.97,13.86,0.1331578947368421
2012,2,SE,45,1,North Carolina,87,8,Creighton,73,49,51,ACC,25.44,116.1,90.7,70.9,7.41,107.2,99.8,ACC,13.7,3.4,32.0,6.0,81.3,67.1,14.26,7.07,17.03,4.3,21.34,0.4583978328173375,MVC,16.47,119.2,102.7,65.9,3.79,104.9,101.1,MVC,11.3,-1.3,29.0,6.0,79.2,69.7,9.51,3.41,13.18,-0.26,12.92,-0.2422600619195046
2012,2,SE,46,12,South Florida,56,13,Ohio,62,54,56,BE,13.13,103.9,90.8,58.5,8.17,107.2,99.0,Big East,-5.2,11.7,22.0,14.0,59.3,56.6,2.69,7.29,-5.08,14.28,9.2,0.2543859649122807,MAC,11.88,106.6,94.7,66.0,0.8,103.6,102.8,MAC,2.3,4.6,29.0,8.0,70.2,62.5,7.73,0.17,2.7,4.46,7.17,0.4078947368421053
2012,2,SE,47,3,Georgetown,63,11,North Carolina St.,66,59,58,BE,21.05,111.2,90.1,62.1,8.32,107.3,99.0,Big East,3.8,9.7,24.0,9.0,69.0,59.4,9.67,7.69,4.49,12.32,16.81,-0.0852272727272726,ACC,14.22,112.1,97.9,67.0,6.22,105.9,99.7,ACC,7.3,1.5,24.0,13.0,72.9,67.6,5.3,6.8,9.17,2.94,12.1,0.2023993808049536
2012,2,SE,48,2,Kansas,63,10,Purdue,60,63,62,B12,26.91,114.0,87.1,66.3,11.15,108.8,97.6,Big 12,8.2,7.8,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,0.0206258890469417,B10,16.25,116.2,99.9,64.3,8.81,108.4,99.6,Big Ten,7.5,4.1,22.0,13.0,71.8,66.0,5.83,8.05,8.62,5.26,13.88,-0.3323502722323049
2012,3,NW,49,1,Kentucky,102,4,Indiana,90,1,7,SEC,32.59,122.2,89.6,65.4,7.99,106.8,98.8,SEC,11.9,8.2,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.4377055921052632,B10,22.55,120.2,97.6,66.7,8.41,107.4,99.0,Big Ten,12.1,3.2,27.0,9.0,77.3,66.4,10.83,7.8,14.53,4.1,18.63,-0.1154970760233918
2012,3,NW,50,3,Baylor,75,10,Xavier,70,11,14,B12,21.29,116.0,94.7,65.6,9.61,108.1,98.5,Big 12,8.9,3.8,30.0,8.0,74.7,65.3,9.37,8.03,10.2,6.34,16.54,-0.2061403508771929,A10,12.59,108.7,96.1,66.4,7.24,107.4,100.1,A 10,5.2,2.8,23.0,13.0,70.6,67.3,3.36,6.22,5.95,3.64,9.59,0.090080971659919
2012,3,SW,51,1,Michigan St.,44,4,Louisville,57,17,23,B10,27.87,114.7,86.9,64.3,10.21,108.6,98.4,Big Ten,7.7,9.9,29.0,8.0,71.6,59.3,12.32,9.82,8.73,12.58,21.32,0.3788200339558574,BE,20.67,106.2,85.5,66.1,10.06,108.6,98.6,Big East,3.4,8.9,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.3717105263157896
2012,3,SW,52,3,Marquette,58,7,Florida,68,27,29,BE,20.22,111.5,91.3,70.0,8.24,106.6,98.3,Big East,10.5,3.2,27.0,8.0,75.4,65.9,9.43,7.5,12.11,4.82,16.92,-0.2324561403508772,SEC,22.47,120.4,98.0,64.2,7.18,105.4,98.2,SEC,11.8,3.5,26.0,11.0,75.9,65.0,10.92,7.33,13.34,4.91,18.25,0.5649313501144165
2012,3,NE,53,1,Syracuse,64,4,Wisconsin,63,33,39,BE,26.04,117.7,91.7,64.4,7.98,107.0,99.0,Big East,9.9,8.4,34.0,3.0,74.1,61.0,13.11,8.02,11.14,9.99,21.12,0.3881578947368421,B10,24.09,113.7,89.6,57.5,8.8,107.6,98.8,Big Ten,0.3,15.9,26.0,10.0,64.0,53.2,10.81,8.24,0.58,18.47,19.04,0.2757675438596491
2012,3,NE,54,2,Ohio St.,81,6,Cincinnati,66,47,41,B10,30.07,118.1,88.1,66.9,10.1,108.9,98.8,Big Ten,10.8,9.5,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.1360645933014353,BE,16.03,109.5,93.5,62.9,6.9,105.7,98.8,Big East,3.2,6.8,26.0,11.0,68.2,61.5,6.65,6.28,4.55,8.38,12.93,-0.2780320366132722
2012,3,SE,55,1,North Carolina,73,13,Ohio,65,49,56,ACC,25.44,116.1,90.7,70.9,7.41,107.2,99.8,ACC,13.7,3.4,32.0,6.0,81.3,67.1,14.26,7.07,17.03,4.3,21.34,0.4583978328173375,MAC,11.88,106.6,94.7,66.0,0.8,103.6,102.8,MAC,2.3,4.6,29.0,8.0,70.2,62.5,7.73,0.17,2.7,4.46,7.17,0.4078947368421053
2012,3,SE,56,2,Kansas,60,11,North Carolina St.,57,63,58,B12,26.91,114.0,87.1,66.3,11.15,108.8,97.6,Big 12,8.2,7.8,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,0.0206258890469417,ACC,14.22,112.1,97.9,67.0,6.22,105.9,99.7,ACC,7.3,1.5,24.0,13.0,72.9,67.6,5.3,6.8,9.17,2.94,12.1,0.2023993808049536
2012,4,NW,57,1,Kentucky,82,3,Baylor,70,1,11,SEC,32.59,122.2,89.6,65.4,7.99,106.8,98.8,SEC,11.9,8.2,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.4377055921052632,B12,21.29,116.0,94.7,65.6,9.61,108.1,98.5,Big 12,8.9,3.8,30.0,8.0,74.7,65.3,9.37,8.03,10.2,6.34,16.54,-0.2061403508771929
2012,4,SW,58,4,Louisville,72,7,Florida,68,23,29,BE,20.67,106.2,85.5,66.1,10.06,108.6,98.6,Big East,3.4,8.9,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.3717105263157896,SEC,22.47,120.4,98.0,64.2,7.18,105.4,98.2,SEC,11.8,3.5,26.0,11.0,75.9,65.0,10.92,7.33,13.34,4.91,18.25,0.5649313501144165
2012,4,NE,59,1,Syracuse,70,2,Ohio St.,77,33,47,BE,26.04,117.7,91.7,64.4,7.98,107.0,99.0,Big East,9.9,8.4,34.0,3.0,74.1,61.0,13.11,8.02,11.14,9.99,21.12,0.3881578947368421,B10,30.07,118.1,88.1,66.9,10.1,108.9,98.8,Big Ten,10.8,9.5,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.1360645933014353
2012,4,SE,60,1,North Carolina,67,2,Kansas,80,49,63,ACC,25.44,116.1,90.7,70.9,7.41,107.2,99.8,ACC,13.7,3.4,32.0,6.0,81.3,67.1,14.26,7.07,17.03,4.3,21.34,0.4583978328173375,B12,26.91,114.0,87.1,66.3,11.15,108.8,97.6,Big 12,8.2,7.8,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,0.0206258890469417
2012,5,F4,61,1,Kentucky,69,4,Louisville,61,1,23,SEC,32.59,122.2,89.6,65.4,7.99,106.8,98.8,SEC,11.9,8.2,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.4377055921052632,BE,20.67,106.2,85.5,66.1,10.06,108.6,98.6,Big East,3.4,8.9,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.3717105263157896
2012,5,F4,62,2,Kansas,64,2,Ohio St.,62,63,47,B12,26.91,114.0,87.1,66.3,11.15,108.8,97.6,Big 12,8.2,7.8,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,0.0206258890469417,B10,30.07,118.1,88.1,66.9,10.1,108.9,98.8,Big Ten,10.8,9.5,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.1360645933014353
2012,6,Champ,63,1,Kentucky,67,2,Kansas,59,1,63,SEC,32.59,122.2,89.6,65.4,7.99,106.8,98.8,SEC,11.9,8.2,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.4377055921052632,B12,26.91,114.0,87.1,66.3,11.15,108.8,97.6,Big 12,8.2,7.8,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,0.0206258890469417
2013,PI,PI,-4,16,North Carolina A&T,73,16,Liberty,72,2,65,MEAC,-5.3,93.2,98.5,65.5,-6.98,97.2,104.2,MEAC,-5.7,1.9,20.0,17.0,62.1,61.9,0.22,-6.29,-7.46,0.53,-6.93,0.1024436090225564,BSth,-9.38,101.3,110.6,64.4,-6.47,99.4,105.8,Big South,-1.8,-4.7,15.0,21.0,69.1,70.0,-0.83,-5.78,-2.87,-6.24,-9.11,0.0592105263157895
2013,PI,PI,-3,11,Saint Mary's,67,11,Middle Tennessee,54,10,65,WCC,19.33,116.1,96.8,62.9,3.18,104.9,101.7,WCC,8.6,3.5,28.0,7.0,74.6,62.9,11.63,3.26,8.75,5.71,14.46,-0.2619617224880382,SB,14.77,107.3,92.5,63.4,-2.3,100.7,103.0,Sun Belt,3.9,8.2,28.0,6.0,70.7,58.1,12.68,-1.5,2.82,8.35,11.18,0.311842105263158
2013,PI,PI,-2,16,James Madison,68,16,LIU,55,50,65,CAA,-0.92,100.2,101.1,62.9,-3.42,101.9,105.3,CAA,-2.6,0.3,21.0,15.0,65.2,64.6,0.56,-2.22,-3.62,1.96,-1.67,0.4177631578947369,NEC,-2.13,110.5,112.6,67.3,-6.79,99.3,106.0,NEC,7.8,-8.7,20.0,14.0,78.7,76.1,2.59,-5.78,8.14,-11.33,-3.19,-0.1140350877192982
2013,PI,PI,-1,13,La Salle,80,13,Boise St.,71,24,65,A10,13.89,111.8,98.0,64.6,5.67,105.8,100.1,A 10,6.2,2.3,24.0,10.0,72.1,66.4,5.68,4.47,6.78,3.37,10.15,0.2171052631578947,MWC,13.54,113.2,99.7,64.8,6.74,105.9,99.2,Mountain West,6.7,1.9,21.0,11.0,73.2,65.5,7.75,5.21,6.9,2.48,9.38,-0.3223684210526314
2013,1,NW,1,1,Louisville,79,16,North Carolina A&T,48,1,2,BE,32.92,117.7,84.8,65.8,10.23,107.4,97.2,Big East,10.7,10.3,35.0,5.0,74.5,58.8,15.68,9.14,12.78,12.04,24.82,0.3717105263157896,MEAC,-5.3,93.2,98.5,65.5,-6.98,97.2,104.2,MEAC,-5.7,1.9,20.0,17.0,62.1,61.9,0.22,-6.29,-7.46,0.53,-6.93,0.1024436090225564
2013,1,NW,2,8,Colorado St.,84,9,Missouri,72,3,4,MWC,19.12,117.9,98.8,63.8,7.17,105.8,98.6,Mountain West,6.7,1.8,26.0,9.0,72.9,63.7,9.26,5.84,9.02,4.58,13.6,-0.2872807017543859,SEC,18.53,114.9,96.4,66.3,5.62,105.1,99.5,SEC,10.2,2.2,23.0,11.0,76.1,66.7,9.41,6.01,11.65,3.78,15.42,-0.3546650717703349
2013,1,NW,3,5,Oklahoma St.,55,12,Oregon,68,5,6,B12,18.69,109.0,90.3,66.1,6.38,106.8,100.4,Big 12,5.4,5.6,24.0,9.0,71.8,63.0,8.85,6.72,7.6,7.97,15.57,-0.0118421052631578,P12,16.78,106.6,89.8,67.9,5.92,105.1,99.2,Pac-12,6.4,2.4,28.0,9.0,71.6,63.6,8.05,5.73,8.26,5.52,13.78,0.4038461538461538
